squad_id,cliente,account,arr,auditado,auditado_flag,churn_realizado,cidade,coordenador,criterio_mql,criterio_sql,csat_atendimento,csat_campanhas,csat_copy,csat_design,csat_prazo,csat_resultados,customer_care_status,data_atualizacao,data_inicio_contrato,data_vencimento_contrato,deadline_plano,drive_cliente,entregas_prazo,entregas_qualidade,fee,flag_calculada,flag_media,google_media_plan,gt,health_medio,justificativa_atrasos,justificativa_mql,justificativa_qualidade,justificativa_relacionamento,justificativa_resultado,kr1,kr2,kr3,last_csat_matriz,link_cac_mapeado,link_contrato,link_ekyte,link_growthpack,link_loop,link_pic,link_replanejamento,lt,meta_media_plan,meta_mql,mhs,modalidade_vendas,nota_atrasos,nota_mql,nota_qualidade,nota_relacionamento,nota_resultado,nps,objetivo_smart,pacing_kr1,pacing_kr2,pacing_kr3,plano_acao,pontuacao_ponderada,realizado_kr1,realizado_kr2,realizado_kr3,relacionamento,replanejamentos_q3,resultados,resumo_historico,saldo_conta_google,saldo_conta_meta,segment,start_plano,step,tem_loop_aberto,tier,total_media_plan
monsters-sa,PALIE CONCEPT,Marcos Cardozo,,,,Sim,Curitiba/PR,Willian Garghetti,,,,,,,,,Tratativa,2026-07-24,2023-10-22,2026-09-16,2026-07-31,,FALSE,TRUE,4000.0,⚫ CRITICAL,🔴 VERMELHO,2000.0,Raphael Sonntag,8.0,Ekyte workspace 122147 mostra 1 tarefa pausada/urgente vencida desde 31/03/2026: Criação de campanha de Forms Whatsapp | Palie.,"Há demanda e mídia ativa, com redirecionamento para Google Ads e melhoria de segmentação, mas o check-in não comprovou meta de MQL atingida.","Sem refação formal registrada, mas o check-in definiu correções relevantes em narrativa criativa, segmentação e experiência do site.","Cliente participou ativamente, validou a nova direção humanizada e deu voto de confiança ao time para seguir com o plano.","Há faturamento registrado na linha (R$ 22.001,30), mas o encontro reforçou necessidade de gerar oxigênio financeiro e elevar ticket/qualidade do funil.",,,,,,https://app.pipefy.com/open-cards/1246986464,Não tem,Palie Concept | GrowthPack V2,[PALIE] - Tratativa de Churn,,,33,4750.0,FALSE,,Inside Sales,1.0,2.0,2.0,3.0,2.0,,,,,,,53.0,,0,0,TRUE,,0,,,,Beleza e bem-estar,2026-07-06,V1,Sim,,5200.0
monsters-sa,PERFORMANCE AUDIO VISUAL,Marcos Cardozo,,,,Não,Curitiba/PR,Willian Garghetti,,,,,,,,,Saudável,2026-07-24,2024-09-13,2026-09-23,,,TRUE,TRUE,2500.0,⚫ CRITICAL,,2000.0,Raphael Sonntag,10.0,,,,,,,,,,,https://app.pipefy.com/open-cards/1246992927,,Performance | GrowthPack V2,,,,23,0.0,FALSE,,Inside Sales,,,,,,,Não temos meta definida,,,,,,,,,FALSE,,0,,,,Comunicação e mídia,,V1,Não,,1700.0
monsters-sa,GIO ESTÉTICA SUZANO,Marcos Cardozo,,,,Sim,Suzano/SP,Willian Garghetti,,,,,,,,,Saudável,2026-07-24,2021-09-19,2026-09-25,,,FALSE,TRUE,1000.0,⚫ CRITICAL,,0.0,Raphael Sonntag,8.0,,,,,,,,,2026-07-09,,https://app.pipefy.com/open-cards/1246841065,,Growth Pack | Giolaser,,,,58,1000.0,FALSE,,Inside Sales,,,,,,,"R$ 80.000,00 mil de faturamento mensal",,,,,,,,,TRUE,,0,,,,Beleza e bem-estar,,V1,Não,,2000.0
monsters-sa,CAMPANA DISTRIBUIDORA,Marcos Cardozo,3600000.0,,,Não,"Rondonopolis/MG
Cuiába/MG",Willian Garghetti,,,,,,,,,Antecipação,2026-07-29,2026-04-06,2027-03-15,,,FALSE,TRUE,4691.49,⚫ CRITICAL,🔴 VERMELHO,1000.0,Raphael Sonntag,5.0,"Ekyte confirmou workspace 137076 e projeto ativo de CRM com 11 tarefas não planejadas, sem tarefas planejadas vencidas no resumo. A ata ainda mostra dependências operacionais relevantes: WhatsApp por vendedor, chip dedicado, acesso ao Skill Soft, relatório de vendas e aprovações pendentes.","Demanda em evolução: a ata registra 66 conversas geradas, estratégia de segmentação por Rondonópolis/Cuiabá, definição de produtos Curva A e frentes de campanha 80% conversão/20% marca. Ainda falta validar vendas e qualificação por origem.","Qualidade operacional ainda em estruturação: rastreamento depende de número dedicado, acompanhamento de vendas é manual, CRM/WhatsApp seguem em transição e ainda faltam POP comercial, mapeamento de objeções, dados de estoque e padronização dos produtos anunciados.","Relacionamento melhorou: Samuel/Campana participou, aceitou organizar WhatsApps, comprar chip, liberar acesso ao sistema, aprovar criativo, mapear objeções e trabalhar treinamento comercial. Há dependências internas, mas a postura foi colaborativa.","Resultado ainda não comprovado: a reunião não trouxe faturamento validado de julho nem vendas atribuídas às campanhas; o próximo passo é levantar vendas desde 22/06, cruzar mensagens automáticas com registros e organizar perdas/objeções.",,,,,,https://app.pipefy.com/open-cards/1332156774,,Campana | GrowthPack,,,,4,2000.0,FALSE,,PDV,2.0,3.0,2.0,3.0,1.0,,,,,,,58.0,,,,FALSE,,0,"2 avaliações válidas (24/07, 29/07). Notas M/A/Q/Rel/Res: 2/2/2/2/1 -> 3/2/2/3/1. Demanda e relacionamento melhoram com 66 conversas, segmentação por unidade e adesão de Samuel; atrasos/qualidade seguem em estruturação e resultado permanece crítico sem vendas validadas. Tendência: melhorando com resultado travado | 🔴 VERMELHO histórico em recuperação | confiança média.",,,Distribuidora de Bebidas,,V0,Não,SMALL,3000.0
monsters-sa,TARSUS (IDEAL INDUSTRIA),Marcos Cardozo,,,,Não,,Willian Garghetti,,,,,,,,,Antecipação,2026-07-31,2026-02-19,,2026-07-31,,FALSE,FALSE,6634.0,⚫ CRITICAL,🟡 AMARELO,,Raphael Sonntag,3.0,"Ekyte validou workspace 123198 e projeto CRM ativo sem tarefas planejadas vencidas; a reunião definiu próximos passos claros, com cobranças periódicas a cada dois dias para evitar pendências paradas.","Há avanço de demanda com 94 conversões no Google Ads e trabalho de qualificação por produto/termos, mas ainda há ruído de intenção e necessidade de filtrar leads por especificações técnicas e volume.","Qualidade melhorou com análise de campanhas, negativação de termos irrelevantes, foco em produtos fabricados, ajuste de LP e plano de vídeos educativos; ainda depende de orçamento, diretoria e consistência da nova marca.","Relacionamento forte: Gaaby participou ativamente, trouxe detalhes técnicos, abriu pendências e aceitou comunicação direta/privada; Raphael e Marcos deram apoio consultivo e operacional.","Há sinais de melhora operacional e meta de R$ 500 mil reforçada, mas o check-in não comprova vendas novas ou faturamento atingido; resultado ainda depende da qualidade dos leads e da transição Ideal Telas para Tarsus.",,,,,,,https://app.ekyte.com/#/projects/317795/edit,[TARSUS] GrowthPack V26 (Inside Sales).xlsx,,,,5,,FALSE,,Inside Sales,3.0,3.0,3.0,4.0,2.0,,"Atingir R$ 500.00,00 de faturamento mensal",,,,,80.0,11,,,TRUE,,0,"2 avaliações válidas (24/07/2026, 31/07/2026). Notas M/A/Q/Rel/Res: 2/1/2/3/1 -> 3/3/3/4/2. Atrasos, qualidade e relacionamento melhoram com otimizações de Google, termos e comunicação direta; resultado ainda sem comprovação de vendas/faturamento. Tendência: melhorando | 🟡 AMARELO histórico (recuperação inicial) | confiança média.",,,,2026-07-27,,Não,,3000.0
monsters-sa,VERTIQ,Marcos Cardozo,,,,Não,,Willian Garghetti,,,3.0,4.0,3.0,3.0,5.0,4.0,Antecipação,2026-08-06,2025-05-26,,2026-07-31,,FALSE,TRUE,6100.0,⚫ CRITICAL,🟡 AMARELO,,Raphael Sonntag,5.0,"Há dependências operacionais relevantes: inclusão de Érica no grupo, acesso ao tráfego, documento de qualificação, gravações de reuniões, canais de prospecção, melhoria de UTMs/cards e separação de leads de consórcio versus renda variável.","Demanda/MQL ainda pressionada: há volume e aprendizado, mas muitos leads chegam desqualificados, sem perfil financeiro ou conhecimento de consórcio; o perfil ideal ficou mais claro, com régua de R$ 200 mil, porém ainda precisa refletir nas campanhas.","Qualidade estratégica boa: o check-in formalizou SLA, critérios de lead qualificado, uso de gravações para ICP, leitura de objeções, UTMs e integração marketing-vendas; o limite segue em CRM/interface e baixa clareza pré-diagnóstico.","Relacionamento colaborativo: Érica abriu o processo comercial, aceitou gravar reuniões, compartilhar objeções e aproximar o gestor de tráfego; Marcos conduziu o alinhamento sem fricção relevante.","Resultado ainda não comprovado neste encontro: foram discutidos gargalos de qualificação e potencial de melhoria, mas não houve evidência nova de venda/receita fechada; consórcio segue com baixa conversão e dependente de ajustes.",7,,,,,https://app.pipefy.com/open-cards/1301401676,https://app.ekyte.com/#/projects/317795/edit,[VERTIQ] GrowthPack V26 (Inside Sales).xlsx,,,,14,,FALSE,Pouco Desapontado,Inside Sales,2.0,2.0,3.0,3.0,2.0,6.0,3 Vendas de consórcio e 3M de carteira na renda variavel,"0,00%",,,,64.0,0,,,FALSE,,0,"3 avaliações válidas (24/07, 30/07, 06/08). Notas M/A/Q/Rel/Res: 2/2/2/2/1 -> 3/3/3/3/3 -> 2/2/3/3/2. Qualidade e relacionamento se mantêm melhores com SLA, ICP, UTMs e integração marketing-vendas; demanda e resultado recuam pela baixa qualificação em consórcio e ausência de venda comprovada. Tendência: estável com atenção | 🟡 AMARELO histórico | confiança média.",,,,2026-07-27,,Fazer,,3000.0
monsters-sa,EXP BRASIL ARQUITETOS,Leonardo Raulino,,,,Não,Ceará,Willian Garghetti,"Qual o perfil da sua empresa?  
→ Incorporadora / Construtora
→ Escritório Arquitetura/Engenharia
→ Prestador de Serviço
→ Pessoa Física
→ Outros

Qual o porte médio dos seus empreendimentos?  
→ Abaixo de 2.000 m²
→ De 2.000 m² a 5.000m²
→ De 5.000 m² a 10.000 m²
→ Acima de 10.000 m²",Solicitou Proposta,,,,,,,Saudável,2026-08-07,2025-07-22,,,,TRUE,TRUE,3366.0,🟡 CARE,🟡 AMARELO,0.0,Lucas Marçal,25.0,"Ekyte já havia localizado o workspace 108691/projeto EXP Brasil - Playbook Q3/25 sem tarefas planejadas vencidas; a ata traz pendências operacionais, mas com responsáveis claros: funil de 3 meses, ajustes de anúncios, LinkedIn, orçamento, calculadora e imagens do site.","Demanda em melhora clara: a ata registra 1.768 cliques, CPL de R$15 em formulários do Instagram contra R$40 no WhatsApp e maior volume de leads qualificados; ainda há necessidade de filtros negativos para excluir eletricistas, pintores e autônomos fora do ICP.","Qualidade evoluiu: Victor elogiou os materiais e conteúdos do Instagram, e a estratégia agora usa dados de CPL, filtros, geografia e ciclo B2B; permanecem ajustes de segmentação, site/portfólio e adaptação de conteúdo técnico para LinkedIn.","Relacionamento saudável e colaborativo: Victor abriu as reuniões comerciais para Leonardo, concordou com a revisão do funil e orçamento, aprovou testes de calculadora e alinhou próximos passos sem atrito relevante.","Há avanço de resultado com contrato fechado em São Paulo, novos leads/propostas relevantes e conversão anual de 28% em valor/32% em propostas; ainda falta comprovar a meta mensal de R$75k/R$85k no ciclo revisado de 3 meses.",20,80,3,,,https://app.pipefy.com/open-cards/1139822696,,EXP Brasil | GrowthPack V26 (Inside Sales),,,,12,2500.0,TRUE,,Inside Sales,3.0,4.0,3.0,3.0,3.0,,"R$ 75.000,00 / Mês","30,00%","35,00%","0,00%",,85.0,6,28,0,TRUE,,5,"1 avaliação válida (24/07/2026). Notas M/A/Q/Rel/Res: 4/3/3/3/3. Demanda forte via formulários, bom alinhamento comercial e materiais elogiados; seguem ajustes de filtro, LinkedIn, site e comprovação da meta mensal. Tendência: indeterminada | 🟡 AMARELO histórico | confiança baixa; histórico insuficiente.",,92.11,Construção civil,,V1,Não,,2500.0
monsters-sa,OPORTUNIDADES IMÓVEIS,Leonardo Raulino,,,,Não,Caiçaras/BH,Willian Garghetti,"Tipo de Imóvel?
→ Casa
→ Apartamento
→ Terreno
→ Outros

Valor Ideal de Imóvel?
→ ⁠⁠Até R$ 500 mil
→ R$ 500 mil a R$ 700 mil
→ R$ 700 mil a R$ 1 milhão
→ R$ 1 milhão a R$ 1.5 milhões
→ Acima de R$ 2 milhões

Quando você pretende investir?
→ Em até 30 dias
→ Entre 1 a 3 meses
→ Em até 1 ano
→ Estou apenas pesquisando

Faixa de Renda Familiar?
→ Até R$ 5 mil
→ Entre R$ 5 mil e R$ 10 mil
→ Entre R$ 10 mil e R$ 20 mil
→ Acima de R$ 20 mil",Visita Agendada,,,,,,,Saudável,2026-08-07,2025-07-28,,,,TRUE,TRUE,3297.0,⚫ CRITICAL,🔴 VERMELHO,500.0,Lucas Marçal,13.0,"Ekyte localizou o workspace 122830 com projeto ativo de transição sem tarefas planejadas vencidas; a ata traz várias pendências de acesso, imóveis, arquivos e dados históricos, mas com responsáveis e rotina semanal definida.","Demanda ainda sem comprovação suficiente: foram definidos critérios de MQL, meta de 292 a 300 leads e conversões atuais de 30% na Meta e 4% no Google, mas a ata aponta queda no volume, aumento de custo e ausência de dados de MQL/funil para validar qualidade e escala.","Qualidade em estruturação: houve avanço na integração do CRM e definição de MQL/SQL, mas ainda há estagnação de criativos, pouca variedade de imóveis, orçamento limitado de cerca de R$33/dia, problemas de acesso ao Meta e necessidade de organizar reputação no Google.","Relacionamento saudável e colaborativo: a Oportunidades apresentou novo gestor, aceitou reuniões semanais, validou o trabalho em conjunto com a V4 e manteve abertura para ajustes de CRM, criativos, imóveis e engajamento interno.","Resultado ainda não comprovado: a linha do cockpit está com metas realizadas zeradas e a ata prioriza estruturar CRM, dados internos, funil e ativos antes de confirmar vendas/comissionamento; a meta de R$100 mil é uma projeção trimestral, não um resultado atingido.",100,35,29,,,https://app.pipefy.com/open-cards/1176809753,,Oportunidades Imóveis | GrowthPack V26 (Inside Sales),,,,12,1000.0,FALSE,,Inside Sales,3.0,2.0,2.0,3.0,1.0,,"R$ 75.000,00 / Mês","0,00%","0,00%","0,00%",,59.0,0,0,0,TRUE,,0,"1 avaliação válida (31/07). Notas M/A/Q/Rel/Res: 2/3/2/3/1. Demanda e qualidade ainda em estruturação, atrasos e relacionamento em melhor condição, mas resultado segue crítico com metas realizadas zeradas. Encontro de 29/07 sem transcrição utilizável não foi pontuado nem entrou na tendência. Tendência: indeterminada | 🔴 VERMELHO histórico | confiança baixa.",0.02,933.59,Imobiliária,,V1,Não,,1500.0
monsters-sa,GM PHARM,Leonardo Raulino,3600000.0,,,Não,Curitiba/PR,Willian Garghetti,,,5.0,5.0,5.0,5.0,5.0,5.0,Antecipação,2026-08-07,2026-02-10,,2026-07-31,,FALSE,FALSE,5017.0,⚫ CRITICAL,🟡 AMARELO,3600.0,Lucas Marçal,10.0,"Ekyte localizou o workspace 131009 com projetos ativos sem tarefas planejadas vencidas, mas a conta está em projeto de loop/risco e a ata traz pendências relevantes: revisão de gráficos, materiais, orçamento, estratégia de prescritores, CRM/retenção e análise de 12 meses.","Demanda existente, mas ainda em validação: a linha mostra Meta de MQL atingida e KRs de aquisição fortes, e a ata registra histórico de retorno em abril, maio e junho; porém o cliente questiona crescimento, ticket médio e necessidade de mais volume para bater metas de 45k, 50k e 55k.","Qualidade em ajuste: houve inconsistência nos gráficos/filtros de junho, landing pages novas ainda não superam as originais, necessidade de melhorar relatórios, criativos, CTAs, identidade visual, testes A/B e mensuração de retenção/LTV.","Relacionamento em alerta, mas construtivo: o cliente abriu insatisfação com os primeiros meses e cobrou aumento de vendas, porém validou metas, orçamento formalizado, foco em retenção, blog/prescritores e nova reunião para amadurecer a estratégia.","Resultado parcial: há faturamento registrado e indicadores de aquisição fortes na linha, mas os valores citados de abril, maio e junho ainda não sustentam a meta mensal progressiva, e a própria reunião reforça que o sucesso será medido por aumento efetivo de vendas.",50,300,650,,,https://app.pipefy.com/open-cards/1246975938,https://app.ekyte.com/#/projects/317784/edit,GM Pharm | GrowthPack V26 (Inside Sales),Gestão de Alerta (Loop) - GM Pharma,,,6,1000.0,TRUE,Indiferente,Inside Sales,2.0,3.0,2.0,2.0,2.0,10.0,"R$ 45.000,00 / Mês","0,00%","0,00%","0,00%",,58.0,"0,00",0,0,FALSE,,3,"2 avaliações válidas (24/07, 27/07). Notas M/A/Q/Rel/Res: 3/1/2/2/2 -> 3/2/2/2/2. Demanda segue presente e atrasos melhoram na leitura atual, mas qualidade, relacionamento e resultado continuam em alerta por inconsistência de dados, LP/CRM/retenção e cobrança de crescimento. Tendência: estável com recuperação inicial em atrasos | 🔴 VERMELHO histórico | confiança média.",911.56,288.47,Saúde,2026-07-27,V1,Sim,MEDIUM,4600.0
monsters-sa,MENFIS IMOBILIÁRIA,Leonardo Raulino,,,,Sim,Lages/SC,Willian Garghetti,"Tipo de Imóvel?
→ Casa
→ Apartamento
→ Terreno
→ Outros

Valor Ideal de Imóvel?
→  Entre R$ 250 mil e R$ 300 mil
→  Entre R$ 400 mil e R$ 600 mil
→  Entre R$ 700 mil e R$ 900 mil
→  Acima de R$ 1 milhão

Quando você pretende investir?
→ Imediatamente
→ Em até 6 meses
→ Em até 1 ano
→ Estou apenas pesquisando

Faixa de Renda Familiar?
→ Até R$ 5 mil
→ Entre R$ 5 mil e R$ 10 mil
→ Entre R$ 10 mil e R$ 20 mil
→ Acima de R$ 20 mil",Visita Agendada,,,,,,,Aviso Prévio,2026-07-31,2025-08-12,2026-08-09,,,TRUE,TRUE,2597.0,🟢 SAFE,,600.0,Lucas Marçal,27.0,,,,,,2000,100,8,,,https://app.pipefy.com/open-cards/1295951816,,Menfis Imobiliária | GrowthPack V26 (Inside Sales),,,,12,1400.0,TRUE,,Inside Sales,,,,,,,15 MQLs Mensal,"101,65%","498,00%","97,00%",,,"2.033,08",498,"7,76",FALSE,,10,,516.76,45.15,Imobiliária,,V1,Não,,2000.0
monsters-sa,BOOM FORCE SERVICE,Leonardo Raulino,,,,Não,Paulínea/SP,Willian Garghetti,"Qual serviço você precisa?
→ Manutenção
→ Reforma
→ Compra
→ Locação
  
Qual é a urgência do atendimento?
→ Preciso para hoje   
→ Próximos dias
→ Apenas cotação

Localização?
(Texto curto) - Como eles atendem todo o Brasil, é importante ter uma noção de onde a máquina está alocada para calcular o deslocamento da assistência em campo.",Solicitou Proposta,,,,,,,Saudável,2026-08-07,2024-08-05,,,,TRUE,TRUE,2722.22,⚫ CRITICAL,🔴 VERMELHO,0.0,Lucas Marçal,13.0,"Não localizei projeto correspondente no Ekyte por Boom Force ou ID 122092; pela ata, há pendências de replanejamento de mídia, análise de concorrente, verba, conta Google, LinkedIn, lista de contatos e reuniões fixas.","A ata aponta gargalo forte de qualificação: tráfego atual não gerou contratos diretos, conversão de lead para MQL está em 9% e a linha segue com Meta de MQL falsa e KRs de leads/MQL zerados.","Guilherme elogiou a modernidade das artes e a entrega atual, mas a qualidade estratégica ainda precisa de pivotagem: tráfego pago sem contratos, necessidade de Google Ads, remarketing, recuperação de ativos antigos e ajuste de metas.","Relacionamento positivo: Guilherme demonstrou satisfação com a entrega da V4, participou ativamente do diagnóstico, validou a migração para Google Ads e combinou próximos passos e cadência de alinhamento.","A linha registra Resultados 0 em todos os KRs e a ata confirma ausência de contratos originados diretamente pelo tráfego pago; os fechamentos atuais vêm de indicação, clientes antigos e prospecção direta.",30,300,12,,,https://app.pipefy.com/open-cards/1345538736,,Boom Force | GrowthPack V26 (Inside Sales),,,,24,1000.0,FALSE,,Inside Sales,2.0,1.0,2.0,3.0,1.0,,"R$ 1.500,00 / Mês (1 venda)","0,00%","0,00%","0,00%",,49.0,0,0,0,TRUE,,0,,,419.03,Serviços Mecânicos,,V1,Não,,1000.0
monsters-sa,INSTITUTO SANTÉ,Leonardo Raulino,,,,Não,Praia do Morro/ES,Willian Garghetti,,,,,,,,,Tratativa,2026-08-07,2025-11-17,,2026-08-24,,TRUE,FALSE,6726.0,⚫ CRITICAL,🔴 VERMELHO,1000.0,Lucas Marçal,8.0,"Ekyte workspace 123213 registra 10 tarefas vencidas até 23/07/2026, sendo 9 ativas, incluindo CRM, API oficial, follow-up, refação de LP, vídeos e configurações de campanha.","Há campanhas em execução e reestruturação de funil, mas a linha segue com Meta de MQL não atingida: 46 leads frente à meta de 150 e investimento realizado ainda abaixo do planejado.","Sem reclamação grave na reunião, mas há ajustes importantes de qualidade: LP precisa melhorar estética para público alto padrão, campanhas da Dra. Adriana têm baixo alcance/CPC alto e há pendências de CRM/API.","Eliudem participou ativamente e alinhou próximos passos, mas a linha mostra tratativa de churn, loop aberto, MHS 'Pouco Desapontado' e NPS 5, indicando relacionamento ainda em recuperação.","A linha registra Resultados 0 frente à meta de R$ 50 mil/mês; a reunião focou em reestruturar campanhas, aquecer público e remarketing, sem venda ou faturamento comprovado.","R$ 4.000,00",0,0,,,https://app.pipefy.com/open-cards/1246954388,https://app.ekyte.com/#/projects/313770/edit,Santé | GrowthPack V26 (Inside Sales),[SANTÉ] - Tratativa de Churn,,,8,3000.0,FALSE,,PDV,1.0,2.0,2.0,2.0,1.0,,"R$ 50.000,00 / Mês","26,39%",#DIV/0!,#DIV/0!,,42.0,"1.055,56",54,"0,8",TRUE,,0,,0.0,99.76,Clínica Médica/Estética,2026-06-26,V0,Sim,,4000.0
monsters-sa,REAL E CEREZA ADVOCACIA,Leonardo Raulino,,,,Sim,Itapemerim/ES,Willian Garghetti,,,,,,,,,Aviso Prévio,2026-07-03,2025-08-12,,,,TRUE,TRUE,2597.0,⚫ CRITICAL,,500.0,Lucas Marçal,10.0,,,,,,"R$ 1.500,00",0,0,,,https://app.pipefy.com/open-cards/1261917071,,Real & Cereza | GrowthPack V26 (Inside Sales),,,,12,1000.0,FALSE,,Inside Sales,,,,,,,SAINDO,"91,93%",#DIV/0!,#DIV/0!,,,"1.378,88",0,0,FALSE,,0,,431.31,824.2,Advocacia,,V1,Não,,1500.0
monsters-sa,WWIN CONSULTORIA,Leonardo Raulino,,,,Não,Porto Alegre/RS,Willian Garghetti,"Cargo?
→ Diretor
→ Gerente
→ Coordenador
→ Engenheiro
→ Técnico
→ Prestador de serviços
→ Outros

Segmento
→ Indústria / Manufatura
→ Mineração / Siderurgia / Óleo e Gás
→ Agroindústria / Florestal
→ Logística / Portuária / Construção
→ Alimentação
→ Outros

Quantidade de Colaboradores
→ De 1 a 100
→ De 101 a 500
→ De 501 a 1.000
→ De 1.001 a 5.000
→ Mais de 5.000",,,,,,,,Antecipação,2026-08-07,2026-04-09,,,,FALSE,TRUE,5413.65,⚫ CRITICAL,🔴 VERMELHO,2500.0,Lucas Marçal,15.0,"Ekyte confirmou workspace 128291 com projetos ativos e sem tarefas planejadas vencidas no resumo dos projetos, mas há pendências operacionais importantes: site/LP aguardando correção, Google pausado, posts de agosto em revisão, CRM a limpar e formulário a ajustar.","Demanda com baixa qualidade: a ata registra 15 leads via Meta a CPL ~R$ 62, Google Ads sem geração por problema na página e relatos de números inválidos/inexistentes ou contatos de crianças. Há teste de novos formulários e iscas, mas a aquisição ainda não está saudável.","Qualidade crítica: página de destino ineficiente, Google Ads suspenso, shadow ban temporário na Meta, formulário com baixa validação de dados, posts com risco de informação sem fonte e imagens genéricas para segmentos estratégicos.","Relacionamento em alerta, porém colaborativo: Lucas e Eduardo participaram, deram feedbacks claros sobre leads, posts e credibilidade, aceitaram o fluxo de revisão e próximos testes; ainda há cobrança por QA e consistência antes de retomar escala.","Resultado não comprovado: a linha segue com 0 fechamentos frente à meta de 10/mês, Google não gerou leads no período e a reunião focou correção de base, LP, CRM e segmentação antes de retomar investimento.","2,5",2,10,,,https://app.pipefy.com/open-cards/1247003441,,WWin | GrowthPack V26 (Inside Sales),,,,4,1500.0,TRUE,,Inside Sales,2.0,2.0,1.0,2.0,1.0,,10 Fechamentos / Mês (serviços de entrada),"109,20%","42,50%","0,00%",,42.0,"2,73","0,85",0,TRUE,,0,"2 avaliações válidas (registro anterior 31/07, nova transcrição 29/07). Notas M/A/Q/Rel/Res: 3/1/1/2/1 -> 2/2/1/2/1. Atrasos melhoram levemente no Ekyte, mas demanda perde força pela baixa qualidade dos leads; qualidade e resultado seguem críticos por LP/formulário, Google pausado e 0 fechamentos. Tendência: estável em vermelho | 🔴 VERMELHO histórico | confiança média.",271.99,4.74,Serviços profissionais (consultoria),,V0,Fazer,,4000.0
monsters-sa,HMJ ADVOCACIA,Leonardo Raulino,,,,Não,ST.Oeste/Goiania,Willian Garghetti,"Qual o área deseja atendimento?
→ Criminal (Penal)
→ Direito médico
→ Administrativo
→ Direito Família
→ Direito Civil
→ Direito Previdenciário",,4.0,2.0,4.0,4.0,3.0,3.0,Antecipação,2026-08-07,2026-05-05,,,,TRUE,FALSE,3565.08,⚫ CRITICAL,🟡 AMARELO,2000.0,Lucas Marçal,10.0,"Ekyte localizou o workspace 132648 e o projeto ativo de handover HMJ sem tarefas planejadas vencidas; as tarefas listadas estão resolvidas. A reunião trouxe vários próximos passos, mas como ajustes operacionais planejados, não como atraso crítico aberto.","Demanda ainda abaixo da meta: a linha mostra KR1 em 15/62 MQLs (24,19%) e a ata traz 7 conversões no Google e 9 na Meta em julho. Há qualidade maior no Google e foco em ticket acima de R$ 10 mil, mas volume e origem dos leads ainda precisam amadurecer.","Qualidade melhorou frente à última leitura: a landing page teve conversão validada após correções e a operação passou a centralizar leads em planilha. Ainda há ineficiências em Google/Meta, necessidade de link direto ao WhatsApp, identificação de origem e nova LP/material informativo.","Relacionamento construtivo: Rodolfo participou ativamente, validou dores reais dos clientes, aceitou a rotina de planilha/WhatsApp e alinhou ajustes de campanhas, regiões e palavras-chave com Leonardo, sem cobrança crítica de confiança nesta ata.","Resultado ainda parcial: há melhora de conversão da LP e custos por lead mapeados, mas a linha segue com Resultado 0 e a ata não comprova vendas ou faturamento atribuídos; a estratégia ainda depende de aumentar leads qualificados e conversão em reuniões/contratos.",62,49,10000,,,https://app.pipefy.com/open-cards/1335851332,,HMJ Advocacia | GrowthPack V26 (Inside Sales),,,,3,1000.0,FALSE,Indiferente,Inside Sales,3.0,2.0,2.0,3.0,2.0,6.0,"R$ 50.000,00","20,97%","93,80%","0,00%",,64.0,13,"45,96",0,TRUE,,2,"2 avaliações válidas (24/07, 28/07). Notas M/A/Q/Rel/Res: 2/2/1/2/2 -> 2/3/2/3/2. Atrasos e relacionamento melhoram, e qualidade sai do crítico com LP corrigida; demanda e resultado seguem sem virada comprovada. Tendência: melhorando com recuperação inicial | 🔴 VERMELHO histórico em recuperação | confiança média.",306.42,8.8,Advocacia,,V0,Sim,,3000.0
